Sample_IPO3916_B6_R2	14423.0	3108.0	2593.0	2151.0	1867.0	1749.0	1819.0	2042.0	2179.0	2400.0	2689.0	2826.0	3122.0	3510.0	3880.0	4360.0	5087.0	5802.0	7013.0	8540.0	10669.0	13703.0	17162.0	21678.0	27023.0	33312.0	41268.0	51380.0	65845.0	86306.0	118430.0	172190.0	279261.0	589318.0	2122656.0
Sample_IPO3916_B7_R1	327.0	196.0	339.0	501.0	816.0	1381.0	1781.0	2226.0	2769.0	3286.0	3819.0	4344.0	5032.0	5570.0	6404.0	6920.0	7545.0	8631.0	10325.0	12375.0	14733.0	18273.0	23891.0	32055.0	42501.0	56901.0	74291.0	97415.0	128548.0	173072.0	238381.0	343126.0	540475.0	1152592.0	3346997.0
Sample_IPO3916_B7_R2	19080.0	4368.0	3748.0	3367.0	2970.0	2871.0	2940.0	3251.0	3491.0	3760.0	4098.0	4531.0	5085.0	5420.0	6228.0	6998.0	7982.0	9385.0	10895.0	13155.0	16627.0	21172.0	27413.0	34612.0	43291.0	53277.0	66585.0	82752.0	106138.0	139183.0	190406.0	277560.0	450886.0	962652.0	3771661.0
Sample_IPO3916_B8_R1	209.0	140.0	237.0	347.0	629.0	957.0	1260.0	1522.0	1999.0	2405.0	2813.0	3249.0	3503.0	3831.0	4082.0	4638.0	4832.0	5452.0	6184.0	7429.0	8998.0	11216.0	14884.0	20172.0	27303.0	36454.0	48704.0	63853.0	84082.0	112487.0	156234.0	229015.0	383119.0	871996.0	2498181.0
Sample_IPO3916_B8_R2	10580.0	2913.0	2415.0	2147.0	1950.0	1818.0	1857.0	2072.0	2229.0	2461.0	2664.0	2935.0	3279.0	3635.0	4008.0	4453.0	4976.0	5870.0	6830.0	8157.0	10613.0	14086.0	18149.0	23115.0	29244.0	36188.0	45075.0	56100.0	71967.0	93169.0	126192.0	183191.0	301660.0	673363.0	2863055.0
Sample_IPO3916_B9_R1	472.0	316.0	465.0	714.0	1112.0	1457.0	1734.0	2017.0	2445.0	2800.0	3215.0	3615.0	3840.0	3943.0	4269.0	4712.0	5132.0	6096.0	7141.0	8944.0	11322.0	15311.0	21896.0	31421.0	44396.0	61614.0	82796.0	110934.0	147573.0	200041.0	282421.0	424296.0	730620.0	1718839.0	5094332.0
Sample_IPO3916_B9_R2	27082.0	7795.0	6456.0	5641.0	4669.0	4277.0	4010.0	4276.0	4244.0	4557.0	4848.0	5033.0	5613.0	6337.0	6904.0	7874.0	9212.0	11345.0	13348.0	16780.0	22051.0	30890.0	40671.0	51821.0	64748.0	80008.0	98641.0	122047.0	152670.0	195813.0	264084.0	379960.0	628443.0	1407647.0	5342456.0
Sample_IPO3916_C10_R1	330.0	251.0	413.0	595.0	1032.0	1566.0	1928.0	2419.0	3065.0	3704.0	4241.0	4833.0	5353.0	5982.0	6644.0	7248.0	7904.0	9105.0	10545.0	12269.0	14670.0	18724.0	25260.0	34202.0	45911.0	61874.0	81746.0	106721.0	140918.0	187379.0	257539.0	375502.0	608039.0	1331496.0	4652955.0
Sample_IPO3916_C10_R2	27984.0	7589.0	6503.0	5741.0	5025.0	4837.0	4923.0	5223.0	5511.0	5907.0	6351.0	6798.0	7673.0	8422.0	9251.0	10658.0	12040.0	14336.0	16643.0	20046.0	25723.0	33633.0	42946.0	53440.0	66036.0	79564.0	95960.0	117360.0	145934.0	185896.0	248499.0	350314.0	555144.0	1168940.0	4671513.0
Sample_IPO3916_C11_R1	657.0	429.0	670.0	934.0	1744.0	2715.0	3400.0	4466.0	5541.0	6717.0	7832.0	8936.0	10132.0	11060.0	11953.0	13175.0	14408.0	16625.0	18938.0	22113.0	26250.0	33116.0	44162.0	59502.0	80490.0	107685.0	142675.0	186171.0	245097.0	325889.0	448993.0	653621.0	1069826.0	2409586.0	7984556.0
