Sample	Top over-represented sequence	Sum of remaining over-represented sequences
Sample_PRO1322_PlateA_H6_R1_val_1	1.0021129415477954	1.5150053919462734
Sample_PRO1322_PlateA_H6_R2_val_2	1.284422974074821	1.4474964711245937
Sample_PRO1322_PlateA_H7_R1_val_1	0.0	0.0
Sample_PRO1322_PlateA_H7_R2_val_2	0.0	0.0
Sample_PRO1322_PlateA_H8_R1_val_1	0.167956417998294	1.3440081056244169
Sample_PRO1322_PlateA_H8_R2_val_2	0.17057557051189293	1.2132593160252887
Sample_PRO1322_PlateA_H9_R1_val_1	0.1821579071337098	0.1763386715912442
Sample_PRO1322_PlateA_H9_R2_val_2	0.18039630181643282	0.17068767925323772
Sample_PRO1322_PlateB_A10_R1_val_1	0.11190830442360984	0.0
Sample_PRO1322_PlateB_A10_R2_val_2	0.1209423975713956	0.0
Sample_PRO1322_PlateB_A11_R1_val_1	1.9607843137254901	98.03921568627453
Sample_PRO1322_PlateB_A11_R2_val_2	1.9607843137254901	98.03921568627453
Sample_PRO1322_PlateB_A12_R1_val_1	0.5484414709079564	1.0476594892409128
Sample_PRO1322_PlateB_A12_R2_val_2	0.559974403804661	1.1475505535367085
Sample_PRO1322_PlateB_A1_R1_val_1	100.0	0.0
Sample_PRO1322_PlateB_A1_R2_val_2	100.0	0.0
Sample_PRO1322_PlateB_A2_R1_val_1	0.10167957660174817	0.0
Sample_PRO1322_PlateB_A2_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_A3_R1_val_1	0.1140829002408417	0.1014070224363037
Sample_PRO1322_PlateB_A3_R2_val_2	0.1394346558499176	0.0
Sample_PRO1322_PlateB_A4_R1_val_1	0.3077061296911751	0.2374474406252876
Sample_PRO1322_PlateB_A4_R2_val_2	0.29469480800528	0.27175669244613826
Sample_PRO1322_PlateB_A5_R1_val_1	2.162048698572628	4.408060453400504
Sample_PRO1322_PlateB_A5_R2_val_2	2.513643996641478	4.0459697732997455
Sample_PRO1322_PlateB_A6_R1_val_1	0.25261177731273987	0.2337378409652815
Sample_PRO1322_PlateB_A6_R2_val_2	0.2569550779128098	0.34931201059153283
Sample_PRO1322_PlateB_A8_R1_val_1	6.666666666666667	93.33333333333334
Sample_PRO1322_PlateB_A8_R2_val_2	6.666666666666667	93.33333333333334
Sample_PRO1322_PlateB_A9_R1_val_1	0.6127222413172859	0.44270904678120426
Sample_PRO1322_PlateB_A9_R2_val_2	0.556218665369505	0.4757462318288005
Sample_PRO1322_PlateB_B10_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_B10_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_B11_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_B11_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_B12_R1_val_1	0.4422181157270214	0.7530502831164286
Sample_PRO1322_PlateB_B12_R2_val_2	0.4627876632993958	0.7455238926429456
Sample_PRO1322_PlateB_B1_R1_val_1	0.8391119501141652	1.7908309095560409
Sample_PRO1322_PlateB_B1_R2_val_2	1.1116706698571568	1.7489142633702295
Sample_PRO1322_PlateB_B2_R1_val_1	33.33333333333333	66.66666666666666
Sample_PRO1322_PlateB_B2_R2_val_2	33.33333333333333	66.66666666666666
Sample_PRO1322_PlateB_B3_R1_val_1	0.9098503364587798	1.0947203251416397
Sample_PRO1322_PlateB_B3_R2_val_2	0.9264745081796838	1.2058438234631237
Sample_PRO1322_PlateB_B4_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_B4_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_B5_R1_val_1	0.9021301459884803	9.811547211120953
Sample_PRO1322_PlateB_B5_R2_val_2	0.977974377328877	10.34860350432575
Sample_PRO1322_PlateB_B6_R1_val_1	0.6964657072099821	0.7365177179759627
Sample_PRO1322_PlateB_B6_R2_val_2	0.6883950117072458	0.6391784118111571
Sample_PRO1322_PlateB_B7_R1_val_1	0.8596405928944839	0.8049545476835072
Sample_PRO1322_PlateB_B7_R2_val_2	0.7853396848737678	0.8762106649085938
Sample_PRO1322_PlateB_B8_R1_val_1	0.6552890586805221	3.8456600109889787
Sample_PRO1322_PlateB_B8_R2_val_2	0.6524552381729153	3.8196304944065864
Sample_PRO1322_PlateB_B9_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_B9_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_C10_R1_val_1	0.8777368539320038	1.2166909024224566
Sample_PRO1322_PlateB_C10_R2_val_2	0.8358042611882666	1.3379557764180503
Sample_PRO1322_PlateB_C11_R1_val_1	0.14925381053872647	0.13765999367778822
Sample_PRO1322_PlateB_C11_R2_val_2	0.15696091305154697	0.12316108998327385
Sample_PRO1322_PlateB_C12_R1_val_1	0.18505313286748878	0.15322378382046623
Sample_PRO1322_PlateB_C12_R2_val_2	0.18823606777219104	0.15824591460170634
Sample_PRO1322_PlateB_C1_R1_val_1	0.7929260733755037	0.8070792831410798
Sample_PRO1322_PlateB_C1_R2_val_2	0.8692102578216109	0.8910519159590254
Sample_PRO1322_PlateB_C2_R1_val_1	0.1986649368297024	1.582474286474036
Sample_PRO1322_PlateB_C2_R2_val_2	0.1851819510529476	2.152379686767824
Sample_PRO1322_PlateB_C3_R1_val_1	0.2168786741505862	0.4696270218207181
Sample_PRO1322_PlateB_C3_R2_val_2	0.20923976219734963	0.4749410475273175
Sample_PRO1322_PlateB_C4_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_C4_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_C6_R1_val_1	0.8722812620217981	1.326179328712648
Sample_PRO1322_PlateB_C6_R2_val_2	0.8900316622676442	1.3100400428767496
Sample_PRO1322_PlateB_C7_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_C7_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_C8_R1_val_1	0.2918049598486029	5.666269507002624
Sample_PRO1322_PlateB_C8_R2_val_2	0.2973269241057952	5.721028335018429
Sample_PRO1322_PlateB_C9_R1_val_1	0.13183195786790017	0.21211260767046505
Sample_PRO1322_PlateB_C9_R2_val_2	0.11464818851278842	0.32730642814838196
Sample_PRO1322_PlateB_D10_R1_val_1	0.3055360228392879	0.7702923516304812
Sample_PRO1322_PlateB_D10_R2_val_2	0.3156502238655697	0.7355845113740038
Sample_PRO1322_PlateB_D11_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_D11_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_D12_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_D12_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_D1_R1_val_1	33.33333333333333	66.66666666666666
Sample_PRO1322_PlateB_D1_R2_val_2	33.33333333333333	66.66666666666666
Sample_PRO1322_PlateB_D2_R1_val_1	0.535891384440101	1.0073257294349216
Sample_PRO1322_PlateB_D2_R2_val_2	0.7282004030461573	0.7913470597079362
Sample_PRO1322_PlateB_D3_R1_val_1	0.3284526892403242	7.775642382883543
Sample_PRO1322_PlateB_D3_R2_val_2	0.3137944700510866	7.495778975770506
Sample_PRO1322_PlateB_D4_R1_val_1	0.5284787074012183	12.570102405897899
Sample_PRO1322_PlateB_D4_R2_val_2	0.5403921137898842	12.52748727953296
Sample_PRO1322_PlateB_D6_R1_val_1	0.25109855618330196	0.34284610555796996
Sample_PRO1322_PlateB_D6_R2_val_2	0.2800714665121445	0.3581373637870812
Sample_PRO1322_PlateB_D7_R1_val_1	1.4548169268587454	2.0783978973429313
Sample_PRO1322_PlateB_D7_R2_val_2	1.3886493283504742	2.374612058597486
Sample_PRO1322_PlateB_D8_R1_val_1	0.3250674534197638	0.3136733135084218
Sample_PRO1322_PlateB_D8_R2_val_2	0.32490022044650535	0.4184782178494888
Sample_PRO1322_PlateB_D9_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_D9_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_E10_R1_val_1	0.39902904121421384	0.384482035636228
Sample_PRO1322_PlateB_E10_R2_val_2	0.40147210646952636	0.37085582061039646
Sample_PRO1322_PlateB_E11_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_E11_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_E12_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_E12_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_E1_R1_val_1	0.15814925713774103	1.1236832377830719
Sample_PRO1322_PlateB_E1_R2_val_2	0.1574505980069325	1.2866648872422382
Sample_PRO1322_PlateB_E2_R1_val_1	0.11517298097981662	0.1038703755872811
Sample_PRO1322_PlateB_E2_R2_val_2	0.13865286575003863	0.0
Sample_PRO1322_PlateB_E3_R1_val_1	0.6953608891197841	2.85106037430674
Sample_PRO1322_PlateB_E3_R2_val_2	0.8073841314494687	2.913221639338346
Sample_PRO1322_PlateB_E4_R1_val_1	0.35200973483255676	0.7656187875397471
Sample_PRO1322_PlateB_E4_R2_val_2	0.38975865841225354	0.7304532590551577
Sample_PRO1322_PlateB_E5_R1_val_1	0.5119402376375191	3.2683385765093527
Sample_PRO1322_PlateB_E5_R2_val_2	0.4977140502585493	3.271938718827479
Sample_PRO1322_PlateB_E6_R1_val_1	0.7998104402674652	1.5061048378995983
Sample_PRO1322_PlateB_E6_R2_val_2	0.8739789315075617	1.4607073261749586
Sample_PRO1322_PlateB_E7_R1_val_1	1.4562810601770795	2.1086595181064047
Sample_PRO1322_PlateB_E7_R2_val_2	1.3735796765152013	2.298694464788074
Sample_PRO1322_PlateB_E8_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_E8_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_E9_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_E9_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_F10_R1_val_1	0.9543666826884668	1.2517342719093363
Sample_PRO1322_PlateB_F10_R2_val_2	0.9863691948163327	1.3469251818399846
Sample_PRO1322_PlateB_F11_R1_val_1	0.21807377693744343	3.1503455795454554
Sample_PRO1322_PlateB_F11_R2_val_2	0.22259448432296447	3.280701967386118
Sample_PRO1322_PlateB_F12_R1_val_1	0.12265885998768743	0.3480046168870002
Sample_PRO1322_PlateB_F12_R2_val_2	0.11924168553712296	0.32639112259920694
Sample_PRO1322_PlateB_F1_R1_val_1	1.2405952534894216	2.030175140847005
Sample_PRO1322_PlateB_F1_R2_val_2	1.3015562199978359	2.1924249474911734
Sample_PRO1322_PlateB_F2_R1_val_1	0.6582577743076586	30.47619410249138
Sample_PRO1322_PlateB_F2_R2_val_2	0.7933491150633526	33.020162907053
Sample_PRO1322_PlateB_F3_R1_val_1	0.81461375648379	1.9311971113103499
Sample_PRO1322_PlateB_F3_R2_val_2	0.911722201070158	1.8146014746400394
Sample_PRO1322_PlateB_F4_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_F4_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_F5_R1_val_1	0.28526198703374606	1.9175166249873126
Sample_PRO1322_PlateB_F5_R2_val_2	0.31161809170569565	1.7914392569662887
Sample_PRO1322_PlateB_F6_R1_val_1	0.652096758956824	0.92660014476827
Sample_PRO1322_PlateB_F6_R2_val_2	0.7361776276157572	0.9335811992958536
Sample_PRO1322_PlateB_F7_R1_val_1	1.0761670127826435	0.9418912120938512
Sample_PRO1322_PlateB_F7_R2_val_2	1.0027990248558567	0.9938645031193436
Sample_PRO1322_PlateB_F8_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_F8_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_F9_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_F9_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_G10_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_G10_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_G11_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_G11_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_G12_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_G12_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_G2_R1_val_1	100.0	0.0
Sample_PRO1322_PlateB_G2_R2_val_2	100.0	0.0
Sample_PRO1322_PlateB_G3_R1_val_1	0.3996447602131439	0.7104795737122558
Sample_PRO1322_PlateB_G3_R2_val_2	0.4440497335701598	0.8436944937833037
Sample_PRO1322_PlateB_G4_R1_val_1	0.8572235693764844	40.86824440998174
Sample_PRO1322_PlateB_G4_R2_val_2	0.8811973258168314	42.08040591452293
Sample_PRO1322_PlateB_G6_R1_val_1	0.3597446178117137	0.7017403804560429
Sample_PRO1322_PlateB_G6_R2_val_2	0.3947250318556648	0.6967701417699419
Sample_PRO1322_PlateB_G7_R1_val_1	1.4481570573654814	3.1941472745368262
Sample_PRO1322_PlateB_G7_R2_val_2	1.3371164109194453	3.45019084258523
Sample_PRO1322_PlateB_G8_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_G8_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_G9_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_G9_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_H10_R1_val_1	0.1622801659711644	0.15698884714539224
Sample_PRO1322_PlateB_H10_R2_val_2	0.16529202694601175	0.151771943610286
Sample_PRO1322_PlateB_H11_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_H11_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_H1_R1_val_1	0.41586238272744463	0.217226872663208
Sample_PRO1322_PlateB_H1_R2_val_2	0.43654129510464895	0.21571035668081456
Sample_PRO1322_PlateB_H2_R1_val_1	0.10203307136994863	0.0
Sample_PRO1322_PlateB_H2_R2_val_2	0.10873643986581913	0.0
Sample_PRO1322_PlateB_H5_R1_val_1	0.12060397590189575	0.21515509043963432
Sample_PRO1322_PlateB_H5_R2_val_2	0.1086995784742133	0.31556246776239955
Sample_PRO1322_PlateB_H6_R1_val_1	0.5635804879025397	0.5375536802906995
Sample_PRO1322_PlateB_H6_R2_val_2	0.6386578175520786	0.49851346887293924
Sample_PRO1322_PlateB_H7_R1_val_1	1.4537225569086938	10.574694294018594
Sample_PRO1322_PlateB_H7_R2_val_2	1.4012707733492105	10.925168220667336
Sample_PRO1322_PlateB_H8_R1_val_1	0.12039358297248287	0.0
Sample_PRO1322_PlateB_H8_R2_val_2	0.0	0.0
Sample_PRO1322_PlateB_H9_R1_val_1	0.0	0.0
Sample_PRO1322_PlateB_H9_R2_val_2	0.0	0.0
