Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
Sample_PRO1322_PlateA_A10_R1	756.0	512.0	251.0	252.5	287.5	375.0	487.0	639.5	904.5	1431.0	2131.5	3389.5	5594.5	8870.5	13308.0	19665.0	28660.0	41475.0	56686.0	72648.0	92475.5	114179.5	136381.5	158755.5	181746.5	208782.0	234701.5	257860.0	278844.5	295529.5	312578.0	326259.5	335412.5	345409.0	352807.0	354889.0	351825.5	346983.0	337523.5	325308.5	313728.0	298462.5	278060.0	256933.5	236664.0	214136.0	192043.5	169581.5	148838.0	130385.5	114295.0	97401.5	78635.0	62392.5	49627.0	39882.5	30715.5	23640.5	18322.5	13836.5	10319.0	7921.5	6061.5	4431.5	3446.5	2740.5	2126.0	1588.5	1237.0	1001.0	739.5	476.0	299.5	192.5	122.0	83.5	51.0	24.5	25.5	19.0	11.5	12.5	11.5	11.0	7.5	5.0	4.5	4.5	3.0	1.0	1.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_PRO1322_PlateA_A10_R2	1062.0	738.5	362.0	307.5	321.0	385.0	499.5	702.0	1003.5	1444.5	2208.5	3659.0	5518.5	8487.5	13354.0	20307.5	29087.5	41960.0	56768.0	72312.0	92193.5	112929.5	134500.0	159072.5	183830.5	209848.5	235800.5	258791.0	279187.0	295818.0	312249.5	325904.0	335516.5	345240.5	352784.5	352984.5	350836.0	348347.5	335940.5	323425.0	312950.0	296027.5	275826.0	255448.5	234949.0	213722.0	192610.0	170079.0	149359.0	130918.0	114522.5	97783.5	78758.5	62894.0	49775.0	39330.0	30992.5	23661.0	18367.0	14096.0	10687.0	8017.0	6151.5	4980.0	3895.5	3178.0	2561.5	2022.0	1589.0	1220.0	1014.5	771.5	578.5	469.0	377.0	314.0	256.5	210.5	181.5	170.0	153.0	127.0	105.0	89.0	69.0	55.5	50.5	41.0	33.5	35.0	28.5	18.0	16.0	12.5	9.0	10.0	8.0	6.0	5.5	6.0	7.5
Sample_PRO1322_PlateA_A11_R1	190.0	172.5	163.5	193.0	314.0	425.5	519.5	875.5	1262.0	1767.0	2615.0	4395.0	7686.5	12260.5	20141.5	31374.5	46231.0	65706.5	92010.5	123936.5	159449.0	200870.5	244338.5	284939.0	326004.5	362838.5	387227.0	409094.5	426349.0	435214.5	444623.5	450199.0	449804.0	449034.5	448787.0	443694.5	437727.0	430334.0	411554.0	384815.0	358356.0	334995.5	307937.5	280146.5	255047.0	227768.0	201434.0	178659.0	159402.0	142745.0	127953.5	113606.0	98349.5	85146.5	74533.5	64943.0	55494.5	47155.5	39020.0	30955.5	25229.0	20155.5	16088.5	13634.5	11032.0	8287.5	6485.5	5191.0	3827.0	2745.5	2035.5	1572.5	1143.5	731.0	522.0	327.0	181.0	116.0	87.5	65.5	45.5	36.0	27.5	26.5	25.5	21.5	20.0	14.0	11.0	8.0	4.0	3.0	3.0	2.0	1.5	1.0	0.0	1.0	1.0	0.0	0.0
Sample_PRO1322_PlateA_A11_R2	627.0	447.5	257.0	275.5	346.0	520.0	690.5	1063.0	1355.0	1673.5	2575.5	4500.0	7886.5	12929.5	20041.0	30909.0	46541.5	67244.5	93921.0	126623.0	162235.5	198879.5	239893.0	283042.5	326275.5	368529.0	396476.5	414802.5	427082.0	433672.0	442148.0	446868.0	449891.5	450122.5	446809.0	442720.5	434808.0	421906.0	404915.5	385084.0	362135.0	336359.5	305050.5	276599.5	254082.5	227937.5	200924.0	179292.5	160254.0	142724.5	128615.0	113340.0	97455.5	84758.0	73387.0	63360.0	55330.5	46507.0	38434.5	31178.5	25058.5	20500.5	16624.0	13423.0	11016.5	8919.5	7044.5	5676.0	4465.5	3453.0	2586.0	1959.0	1523.5	1189.0	930.5	708.5	557.5	426.0	351.0	304.5	270.0	235.0	200.0	169.5	138.0	114.0	94.0	83.5	64.5	53.0	56.0	42.0	32.0	31.5	24.0	18.5	13.0	10.0	9.5	10.5	11.0
Sample_PRO1322_PlateA_A12_R1	44.0	24.5	6.0	9.0	13.0	20.0	27.5	29.5	33.5	49.0	69.5	95.0	136.5	195.0	293.5	420.0	591.0	831.5	1125.0	1482.0	1927.5	2424.0	2887.0	3414.0	4003.0	4596.0	5226.5	5841.5	6570.0	7101.5	7596.0	8179.0	8583.5	9179.5	9986.0	10051.0	9892.5	9896.5	9613.5	9417.5	9143.0	8638.0	7947.0	7336.0	6730.5	6051.0	5323.5	4686.5	4177.0	3613.0	3048.5	2539.0	2064.0	1596.5	1244.0	1008.5	796.0	632.5	498.5	378.0	269.5	198.0	170.5	141.0	100.5	79.0	56.5	32.5	25.0	21.5	18.0	11.0	7.0	7.0	5.5	4.0	3.0	2.5	1.5	1.0	2.0	2.0	0.5	0.5	0.5	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_PRO1322_PlateA_A12_R2	55.0	30.5	11.5	14.5	16.5	24.0	35.0	41.5	43.5	45.0	71.5	108.5	162.0	239.0	307.5	414.5	609.0	893.0	1145.5	1423.0	1878.0	2380.0	2880.0	3444.0	4005.0	4627.5	5282.5	5839.5	6531.5	7148.0	7626.5	8161.0	8624.5	9127.5	9891.5	10218.0	9981.0	9952.5	9709.0	9356.5	9046.0	8416.0	7893.5	7395.0	6644.5	5916.0	5202.5	4598.0	4113.5	3591.5	3100.0	2517.5	1969.5	1624.0	1310.5	1017.5	788.5	635.0	519.0	408.0	306.5	244.5	198.5	144.0	110.0	88.5	81.0	59.5	40.5	38.0	31.5	20.5	15.0	12.5	7.0	5.5	5.0	2.0	2.5	4.0	4.0	3.5	2.5	2.0	2.5	2.5	1.0	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Sample_PRO1322_PlateA_A1_R1	225.0	187.0	183.0	261.0	417.5	675.0	1031.5	1502.5	2116.5	3250.5	5150.5	8283.5	13031.5	19603.0	29211.5	43915.0	63422.0	87811.5	115840.0	147503.0	186007.0	227055.0	267335.0	307310.5	345693.5	382307.5	414206.5	440316.0	460275.0	475096.0	487002.5	493289.5	493087.5	493701.0	486384.5	464839.5	442778.5	420869.0	389773.0	357462.0	327528.5	296364.5	263904.5	232848.5	205047.0	178416.5	154094.0	131105.0	111866.5	93973.5	76401.5	60045.0	46243.5	35618.0	27152.0	20751.0	15680.5	11777.0	9133.0	7211.5	5542.0	4254.0	3365.5	2622.5	2255.0	1833.5	1445.0	1209.5	929.0	641.0	495.5	387.5	272.0	194.5	124.5	80.5	51.5	26.0	12.0	8.5	9.5	9.0	8.0	8.5	5.5	3.5	2.0	2.0	2.5	2.0	1.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_PRO1322_PlateA_A1_R2	540.0	410.0	318.5	421.5	585.5	872.5	1298.0	1823.0	2526.5	3654.5	5186.0	7952.5	12575.0	19563.5	30271.5	45624.0	64343.0	87326.0	116843.5	150464.0	186975.0	226544.5	266814.0	307069.5	346438.5	382091.5	414877.0	442075.0	461360.0	478460.5	489650.5	492758.5	493714.5	491391.5	479880.5	460124.0	440354.0	419024.0	387553.0	354630.0	323513.0	292838.5	263043.5	232202.0	203719.5	178000.0	154293.5	131038.0	111192.5	93485.0	76129.5	60270.0	46659.5	35683.0	27532.0	21383.0	16626.5	13109.5	10358.0	8157.0	6601.0	5287.5	4168.5	3587.0	2930.0	2270.5	1873.0	1622.0	1400.5	1154.5	875.0	659.0	530.0	491.5	396.0	293.5	253.5	226.0	203.5	163.0	144.0	134.5	112.0	101.0	76.0	54.5	48.5	46.0	41.5	29.0	28.0	24.0	16.5	16.5	12.5	10.5	8.0	7.5	6.5	5.5	5.0
Sample_PRO1322_PlateA_A2_R1	633.0	446.0	279.0	372.5	567.0	787.0	1042.0	1457.0	2037.5	2977.0	4416.5	6759.0	10253.0	15036.5	21920.0	31250.5	44570.5	64027.0	87087.5	111149.0	142457.0	179938.0	218950.5	260594.0	304489.5	350100.5	398946.0	452619.5	559470.5	727204.0	729560.0	644917.5	667925.0	794494.0	988953.5	942963.5	799349.0	789458.0	770831.0	745755.0	722723.0	685525.0	634553.0	581877.5	531108.0	467303.0	400829.0	345180.0	297539.5	254905.0	213722.0	174001.5	136683.5	104352.0	79455.5	60385.5	45885.0	35341.5	26921.5	20336.0	15261.5	11562.0	8638.0	6536.0	4904.0	3504.0	2671.5	2160.0	1665.5	1207.5	851.0	617.5	482.5	363.0	248.5	154.5	110.0	101.5	70.0	55.5	50.0	43.5	43.0	34.5	29.0	25.5	17.5	13.0	13.5	11.0	7.5	5.0	3.5	3.5	5.5	4.5	1.5	0.5	0.5	0.5	0.0
Sample_PRO1322_PlateA_A2_R2	1238.0	915.5	646.5	795.5	1005.5	1192.0	1503.0	2057.5	2718.5	3663.5	5128.0	7310.0	10659.0	15779.5	22494.5	31991.0	45331.0	63905.0	86775.5	113104.5	146699.5	183600.5	221993.5	263362.5	305851.0	351005.0	399000.0	451395.0	560380.0	727066.0	726431.5	641129.5	665104.5	789938.0	985391.5	943660.0	798164.0	785095.5	766165.0	743772.5	722101.5	684024.5	632023.0	577944.5	526802.0	465417.0	398820.5	342617.0	296730.0	254280.5	213718.5	175151.5	137821.0	105537.0	81038.5	62381.0	47357.0	36392.0	28134.5	21176.0	16312.0	12604.5	9534.5	7280.0	5481.0	4253.5	3364.5	2787.5	2311.5	1779.0	1370.0	1074.5	853.5	682.5	538.5	465.0	388.0	347.0	310.5	270.5	234.0	192.0	167.0	141.5	119.5	104.0	95.5	85.5	69.5	52.5	45.0	42.0	42.0	39.0	28.5	22.5	18.0	14.5	9.5	8.0	15.5
Sample_PRO1322_PlateA_A3_R1	1044.0	674.5	280.0	273.0	424.5	666.0	870.5	1185.5	1605.5	2481.0	3690.0	5191.0	7651.5	10799.0	14921.0	21547.0	30896.0	42905.5	57919.5	75519.5	96803.5	123504.0	151425.5	180165.0	213557.0	250736.0	287270.0	329078.0	399563.5	491716.5	506602.0	488932.5	529546.0	619579.0	754404.5	742199.5	653245.5	646104.5	627076.0	604284.5	578270.5	540848.0	499513.5	453794.5	409473.5	359033.0	308554.0	263836.0	226210.5	195436.0	165745.5	136277.5	107455.0	83750.0	66097.0	52941.0	43363.0	35274.5	28986.5	23455.5	18990.0	16083.5	13076.5	10631.5	8510.5	7028.5	5929.0	4265.5	3111.0	2368.0	1656.5	1162.5	919.0	617.5	369.5	258.5	156.5	109.5	74.5	51.0	49.0	44.0	41.5	34.5	28.5	18.5	14.0	15.0	15.5	16.5	13.0	10.0	7.5	3.5	2.0	2.0	1.0	1.0	0.5	0.0	0.0
