Sample	FastQC_mqc-generalstats-percent_gc	Cutadapt_mqc-generalstats-percent_trimmed	FastQC_mqc-generalstats-percent_duplicates	FastQC_mqc-generalstats-total_sequences	FastQC_mqc-generalstats-percent_fails	FastQC_mqc-generalstats-avg_sequence_length
Sample_PRO1747_PlateH_B3_R1	34.0	2.436308350526073	56.00687089584906	12886438.0	25.0	126.0
Sample_PRO1747_PlateH_B3_R2	34.0	2.802991131340672	55.113192858858376	12886438.0	25.0	126.0
Sample_PRO1747_PlateH_B4_R1	33.0	2.585212211931269	13.191131069323603	14252.0	8.333333333333332	126.0
Sample_PRO1747_PlateH_B4_R2	33.0	2.906693129118052	13.429694078024141	14252.0	8.333333333333332	126.0
Sample_PRO1747_PlateH_B5_R1	34.0	1.4860977564694895	41.91898659153074	15138010.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_B5_R2	34.0	1.879097138252734	41.27353763473109	15138010.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_B6_R1	35.0	1.2359118101746323	59.13766136621963	12054585.0	25.0	126.0
Sample_PRO1747_PlateH_B6_R2	35.0	1.6580470458019956	57.4256355955431	12054585.0	25.0	126.0
Sample_PRO1747_PlateH_B7_R1	35.0	3.1326942218031326	12.277227722772281	1515.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_B7_R2	35.0	3.586358635863587	12.343234323432341	1515.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_B8_R1	34.0	1.5102271227484931	70.63385959684494	12276388.0	25.0	126.0
Sample_PRO1747_PlateH_B8_R2	34.0	1.967023561363851	69.29323519682559	12276388.0	25.0	126.0
Sample_PRO1747_PlateH_B9_R1	33.0	1.4470306454405488	64.82354783026719	9364462.0	25.0	126.0
Sample_PRO1747_PlateH_B9_R2	33.0	1.7750120124020514	63.99673319934692	9364462.0	25.0	126.0
Sample_PRO1747_PlateH_C10_R1	33.0	1.189424704114004	42.415289353919995	10855759.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_C10_R2	33.0	1.5071846504084452	42.47014818026067	10855759.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_C11_R1	34.0	1.873252245602613	53.53963818783832	11016103.0	25.0	126.0
Sample_PRO1747_PlateH_C11_R2	34.0	2.3436532317122847	52.42903039482594	11016103.0	25.0	126.0
Sample_PRO1747_PlateH_C12_R1	35.0	1.7320036450161336	41.3803219114058	9501088.0	25.0	126.0
Sample_PRO1747_PlateH_C12_R2	35.0	1.9785602031235374	43.02094413773961	9501088.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_C1_R1	31.0	1.4722178938188812	44.29179241439803	10687067.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_C1_R2	31.0	1.8143419934060903	43.998423148968904	10687067.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_C3_R1	35.0	1.6140142831640927	57.61086684201136	11979174.0	25.0	126.0
Sample_PRO1747_PlateH_C3_R2	36.0	1.8992106965660067	57.68208713920101	11979174.0	25.0	126.0
Sample_PRO1747_PlateH_C4_R1	33.0	1.354547011665914	32.653168769374446	10837057.0	25.0	126.0
Sample_PRO1747_PlateH_C4_R2	33.0	1.5841637647447102	33.28968760855119	10837057.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_C5_R1	35.0	1.6739787968802033	69.35479439543232	6109092.0	25.0	126.0
Sample_PRO1747_PlateH_C5_R2	35.0	1.969565289826304	69.49617725644868	6109092.0	25.0	126.0
Sample_PRO1747_PlateH_C6_R1		1.2221869898827997				
Sample_PRO1747_PlateH_C6_R2		1.7985434361794936				
Sample_PRO1747_PlateH_C7_R1		2.290223285124488				
Sample_PRO1747_PlateH_C7_R2		2.550990089269893				
Sample_PRO1747_PlateH_C8_R1		1.928718200170743				
Sample_PRO1747_PlateH_C8_R2		2.2056105374327157				
Sample_PRO1747_PlateH_C9_R1		1.266825427313622				
Sample_PRO1747_PlateH_C9_R2		1.7412867243823527				
Sample_PRO1747_PlateH_D10_R1		1.397611255728916				
Sample_PRO1747_PlateH_D10_R2		1.693471187275318				
Sample_PRO1747_PlateH_D11_R1		1.48711445812436				
Sample_PRO1747_PlateH_D11_R2		1.9462908691840668				
Sample_PRO1747_PlateH_D12_R1		1.3479562181520803				
Sample_PRO1747_PlateH_D12_R2		1.590887851367808				
Sample_PRO1747_PlateH_D1_R1		1.1842053260454881				
Sample_PRO1747_PlateH_D1_R2		1.5620942170653274				
Sample_PRO1747_PlateH_D2_R1		1.4197711175898433				
Sample_PRO1747_PlateH_D2_R2		1.7137787380276985				
Sample_PRO1747_PlateH_D3_R1		1.8447329701873232				
Sample_PRO1747_PlateH_D3_R2		2.195565065283799				
Sample_PRO1747_PlateH_D4_R1		1.2996787843151498				
Sample_PRO1747_PlateH_D4_R2		1.6918922715694764				
Sample_PRO1747_PlateH_D5_R1		0.9844322344322344				
Sample_PRO1747_PlateH_D5_R2		1.907814407814408				
Sample_PRO1747_PlateH_D6_R1		1.2323208867781452				
Sample_PRO1747_PlateH_D6_R2		1.5066656135177716				
Sample_PRO1747_PlateH_D7_R1		2.6771336511961263				
Sample_PRO1747_PlateH_D7_R2		2.95519188061815				
Sample_PRO1747_PlateH_D8_R1		1.7741528402593858				
Sample_PRO1747_PlateH_D8_R2		2.1261128102532774				
Sample_PRO1747_PlateH_D9_R1		1.8649020941311414				
Sample_PRO1747_PlateH_D9_R2		2.2916368066789863				
Sample_PRO1747_PlateH_E10_R1		2.1055576983394952				
Sample_PRO1747_PlateH_E10_R2		2.561771214305302				
Sample_PRO1747_PlateH_E11_R1		1.3929864197578492				
Sample_PRO1747_PlateH_E11_R2		1.8064251251887937				
Sample_PRO1747_PlateH_E12_R1		1.725799928604093				
Sample_PRO1747_PlateH_E12_R2		2.1521667245392684				
Sample_PRO1747_PlateH_E1_R1		1.4681771696976733				
Sample_PRO1747_PlateH_E1_R2		1.8656067714385764				
Sample_PRO1747_PlateH_E2_R1		1.328657903420521				
Sample_PRO1747_PlateH_E2_R2		1.6681561480000735				
Sample_PRO1747_PlateH_E3_R1		1.8570631041942918				
Sample_PRO1747_PlateH_E3_R2		2.1412453904059694				
Sample_PRO1747_PlateH_E4_R1		1.1080357433825898				
Sample_PRO1747_PlateH_E4_R2		1.3940971752815565				
Sample_PRO1747_PlateH_E5_R1		1.6909198995709764				
Sample_PRO1747_PlateH_E5_R2		2.032032537599876				
Sample_PRO1747_PlateH_E6_R1		1.345322005695967				
Sample_PRO1747_PlateH_E6_R2		1.7448847874777094				
Sample_PRO1747_PlateH_E7_R1		1.3659210675003168				
Sample_PRO1747_PlateH_E7_R2		1.6805021721520794				
Sample_PRO1747_PlateH_E8_R1		1.4838302603521207				
Sample_PRO1747_PlateH_E8_R2		1.9755780059995856				
Sample_PRO1747_PlateH_E9_R1		1.3257560800037185				
Sample_PRO1747_PlateH_E9_R2		1.6330243126320338				
Sample_PRO1747_PlateH_F10_R1		1.67399955982697				
Sample_PRO1747_PlateH_F10_R2		2.0400143805370323				
Sample_PRO1747_PlateH_F11_R1		1.5695751912448992				
Sample_PRO1747_PlateH_F11_R2		1.9157448141845852				
Sample_PRO1747_PlateH_F12_R1		0.9347656390549295				
Sample_PRO1747_PlateH_F12_R2		1.3669517158645077				
Sample_PRO1747_PlateH_F1_R1		2.754334939119183				
Sample_PRO1747_PlateH_F1_R2		3.0847206829239133				
Sample_PRO1747_PlateH_F2_R1		1.4991676363545248				
Sample_PRO1747_PlateH_F2_R2		1.9640280430180426				
Sample_PRO1747_PlateH_F3_R1		1.7091615113584935				
Sample_PRO1747_PlateH_F3_R2		2.0311552703485667				
Sample_PRO1747_PlateH_F4_R1		1.429485533315567				
Sample_PRO1747_PlateH_F4_R2		1.850726418313689				
Sample_PRO1747_PlateH_F5_R1		2.249546551119375				
Sample_PRO1747_PlateH_F5_R2		2.540790233987495				
Sample_PRO1747_PlateH_F6_R1		1.876229794958106				
Sample_PRO1747_PlateH_F6_R2		2.082235438141702				
Sample_PRO1747_PlateH_F7_R1		1.8019997302535087				
Sample_PRO1747_PlateH_F7_R2		2.152664249337829				
Sample_PRO1747_PlateH_F8_R1		1.3080347094577292				
Sample_PRO1747_PlateH_F8_R2		1.6554542211855765				
Sample_PRO1747_PlateH_F9_R1		1.3606638309333197				
Sample_PRO1747_PlateH_F9_R2		1.6771046479069032				
Sample_PRO1747_PlateH_G10_R1		2.442161004974411				
Sample_PRO1747_PlateH_G10_R2		2.7814740036464642				
Sample_PRO1747_PlateH_G11_R1		1.7654145051269592				
Sample_PRO1747_PlateH_G11_R2		2.099509609467124				
Sample_PRO1747_PlateH_G12_R1		0.9848166343595601				
Sample_PRO1747_PlateH_G12_R2		1.3381073118675986				
Sample_PRO1747_PlateH_G1_R1		5.044091710758377				
Sample_PRO1747_PlateH_G1_R2		5.515873015873016				
Sample_PRO1747_PlateH_G2_R1		2.5199702102218704				
Sample_PRO1747_PlateH_G2_R2		2.745180138146885				
Sample_PRO1747_PlateH_G3_R1		2.2071939078716203				
Sample_PRO1747_PlateH_G3_R2		2.5457274388817916				
Sample_PRO1747_PlateH_G4_R1		1.4704534650199848				
Sample_PRO1747_PlateH_G4_R2		1.7905932682744194				
Sample_PRO1747_PlateH_G5_R1		2.2342042061014373				
Sample_PRO1747_PlateH_G5_R2		2.3590507002083196				
Sample_PRO1747_PlateH_G6_R1		2.990351594298209				
Sample_PRO1747_PlateH_G6_R2		3.373018772843919				
Sample_PRO1747_PlateH_G7_R1		1.5118608159876388				
Sample_PRO1747_PlateH_G7_R2		1.8938985355068205				
Sample_PRO1747_PlateH_G8_R1		1.40115743957993				
Sample_PRO1747_PlateH_G8_R2		1.6543543950758417				
Sample_PRO1747_PlateH_G9_R1		2.0693382907449487				
Sample_PRO1747_PlateH_G9_R2		2.5589430421347403				
Sample_PRO1747_PlateH_H10_R1		1.5962012045050975				
Sample_PRO1747_PlateH_H10_R2		1.9878998204311362				
Sample_PRO1747_PlateH_H11_R1		1.7633708044391814				
Sample_PRO1747_PlateH_H11_R2		2.104132606133302				
Sample_PRO1747_PlateH_H1_R1		1.7048453257725211				
Sample_PRO1747_PlateH_H1_R2		2.029267926873645				
Sample_PRO1747_PlateH_H2_R1		1.4008654279398163				
Sample_PRO1747_PlateH_H2_R2		1.736001571675331				
Sample_PRO1747_PlateH_H3_R1		2.57998335665103				
Sample_PRO1747_PlateH_H3_R2		2.8165992898178227				
Sample_PRO1747_PlateH_H4_R1		2.57698542700118				
Sample_PRO1747_PlateH_H4_R2		3.1374736284425833				
Sample_PRO1747_PlateH_H5_R1		2.5345453248998417				
Sample_PRO1747_PlateH_H5_R2		2.873370286910392				
Sample_PRO1747_PlateH_H6_R1		3.7487531196405786				
Sample_PRO1747_PlateH_H6_R2		3.925550104013137				
Sample_PRO1747_PlateH_H7_R1		3.7977400367173404				
Sample_PRO1747_PlateH_H7_R2		4.002889330921399				
Sample_PRO1747_PlateH_H8_R1		3.3707061125647546				
Sample_PRO1747_PlateH_H8_R2		3.7390177714736974				
Sample_PRO1747_PlateH_H9_R1		1.2617010171694685				
Sample_PRO1747_PlateH_H9_R2		1.5200672902272492				
