Sample	FastQC_mqc-generalstats-percent_gc	Cutadapt_mqc-generalstats-percent_trimmed	FastQC_mqc-generalstats-percent_duplicates	FastQC_mqc-generalstats-total_sequences	FastQC_mqc-generalstats-percent_fails	FastQC_mqc-generalstats-avg_sequence_length
Sample_PRO1747_PlateG_C11_R1	34.0	1.4581207809222827	27.34128141174945	12910543.0	16.666666666666664	124.88898987439956
Sample_PRO1747_PlateG_C11_R2	34.0	1.72075729975967	54.71820002173202	12910543.0	25.0	126.0
Sample_PRO1747_PlateG_C12_R1	35.0	1.7853620577641025	32.13617141481451	13930012.0	16.666666666666664	124.88289313749335
Sample_PRO1747_PlateG_C12_R2	35.0	2.1201490413146513	59.84859835007951	13930012.0	25.0	126.0
Sample_PRO1747_PlateG_C1_R1	33.0	1.438386760696722	38.19510699961537	14358921.0	25.0	124.92215271607108
Sample_PRO1747_PlateG_C1_R2	33.0	1.706414474661476	67.85935105239547	14358921.0	33.33333333333333	126.0
Sample_PRO1747_PlateG_C2_R1	35.0	1.1778175628687282	15.337445366807145	9696752.0	8.333333333333332	124.93380608269656
Sample_PRO1747_PlateG_C2_R2	35.0	1.4448175328798036	35.223546766039135	9696752.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_C3_R1	35.0	1.3003172594123142	24.585990427788076	9735730.0	8.333333333333332	124.88726926486252
Sample_PRO1747_PlateG_C3_R2	35.0	1.4764082307913124	52.491288522651104	9735730.0	25.0	126.0
Sample_PRO1747_PlateG_C4_R1	34.0	1.4255837324463319	23.027550935618777	12163581.0	16.666666666666664	124.89980508207246
Sample_PRO1747_PlateG_C4_R2	34.0	1.7537775983089088	44.615048504928225	12163581.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_C5_R1	34.0	1.1310717985253795	21.876778676621825	14778690.0	16.666666666666664	124.90684032211244
Sample_PRO1747_PlateG_C5_R2	34.0	1.5992138487434078	40.87748698992573	14778690.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_C6_R1	35.0	1.4725445107323796	19.031775487534347	8923048.0	8.333333333333332	124.91382765171721
Sample_PRO1747_PlateG_C6_R2	35.0	1.8402065737292443	44.81760648150646	8923048.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_C7_R1	32.0	1.1359148459179453	22.814963806451644	15328637.0	16.666666666666664	124.85264828177482
Sample_PRO1747_PlateG_C7_R2	32.0	1.453750382683203	48.27582263437675	15328637.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_C8_R1	32.0	1.0350695945416983	22.43340367509761	10990065.0	16.666666666666664	124.88543206978302
Sample_PRO1747_PlateG_C8_R2	32.0	1.227301261177312	49.684721580702565	10990065.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_C9_R1	34.0	1.3257194635918423	25.42168548229934	11965943.0	16.666666666666664	124.88717220197356
Sample_PRO1747_PlateG_C9_R2	34.0	1.5067981780550945	55.073704358240285	11965943.0	25.0	126.0
Sample_PRO1747_PlateG_D10_R1	34.0	1.4511487404833538	28.324929015582725	6329826.0	16.666666666666664	124.93435554152673
Sample_PRO1747_PlateG_D10_R2	34.0	1.8050491159467614	59.605514337742	6329826.0	25.0	126.0
Sample_PRO1747_PlateG_D11_R1	35.0	1.6104337513937579	28.456196261961054	13147612.0	16.666666666666664	124.88683115990949
Sample_PRO1747_PlateG_D11_R2	35.0	1.8490313545453596	58.782288682345104	13147612.0	25.0	126.0
Sample_PRO1747_PlateG_D12_R1	34.0	1.5679448581238369	29.812518013819783	13552019.0	25.0	124.90120328196116
Sample_PRO1747_PlateG_D12_R2	34.0	1.843639014406706	58.28820774937542	13552019.0	33.33333333333333	126.0
Sample_PRO1747_PlateG_D1_R1	34.0	1.1890069913343095	21.29070911527282	9976302.0	16.666666666666664	124.95489731565864
Sample_PRO1747_PlateG_D1_R2	34.0	1.3459481994716793	47.80450307575844	9976302.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_D2_R1	34.0	1.605833107606711	30.345330908203266	9992207.0	16.666666666666664	124.91425788116679
Sample_PRO1747_PlateG_D2_R2	34.0	1.7125703203363523	62.49149973489475	9992207.0	25.0	126.0
Sample_PRO1747_PlateG_D3_R1	34.0	1.4358504361297488	27.844857777115664	15519307.0	16.666666666666664	124.88091291705229
Sample_PRO1747_PlateG_D3_R2	34.0	1.751583847160022	53.89960187649251	15519307.0	25.0	126.0
Sample_PRO1747_PlateG_D4_R1	34.0	1.3223674927756754	24.98520777826235	12578687.0	16.666666666666664	124.88753826214135
Sample_PRO1747_PlateG_D4_R2	34.0	1.6154690993368512	52.24361885896304	12578687.0	25.0	126.0
Sample_PRO1747_PlateG_D5_R1	34.0	1.0711032478860525	19.14515242929349	10428037.0	16.666666666666664	124.98841152941824
Sample_PRO1747_PlateG_D5_R2	34.0	1.2256622021623813	41.88535423067854	10428037.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_D6_R1	34.0	1.405350953324544	18.486662231256844	11277491.0	16.666666666666664	124.93128888331633
Sample_PRO1747_PlateG_D6_R2	34.0	1.4897297888080145	40.73158530637912	11277491.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_D7_R1	35.0	1.1165751641886954	24.63599272475618	12884173.0	16.666666666666664	124.87648202177975
Sample_PRO1747_PlateG_D7_R2	35.0	1.2872092748309871	52.58278528907843	12884173.0	25.0	126.0
Sample_PRO1747_PlateG_D8_R1	34.0	1.3758870434964476	27.646600189751354	11035030.0	16.666666666666664	124.87347981836025
Sample_PRO1747_PlateG_D8_R2	34.0	1.5795431774273698	57.608536142147045	11035030.0	25.0	126.0
Sample_PRO1747_PlateG_D9_R1	32.0	1.576603856427889	33.2749982022132	12922431.0	16.666666666666664	124.87240721192475
Sample_PRO1747_PlateG_D9_R2	32.0	1.8794794610080447	64.01534667426183	12922431.0	25.0	126.0
Sample_PRO1747_PlateG_E10_R1	35.0	1.7389147702050503	26.20544500484033	3012644.0	16.666666666666664	124.95939978304772
Sample_PRO1747_PlateG_E10_R2	35.0	1.983850108736421	58.84265949763948	3012644.0	25.0	126.0
Sample_PRO1747_PlateG_E11_R1	35.0	1.6194101541638726	28.676883633639363	10461906.0	25.0	124.87332155345307
Sample_PRO1747_PlateG_E11_R2	35.0	1.7677380702722356	58.78421426782923	10461906.0	25.0	126.0
Sample_PRO1747_PlateG_E12_R1	35.0	1.2889915761135353	18.495161665537537	7121413.0	25.0	125.00305346705773
Sample_PRO1747_PlateG_E12_R2	35.0	1.2131363871320533	46.06914788761537	7121413.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_E1_R1	36.0	1.3732083434372024	22.60329530556369	16530871.0	16.666666666666664	124.91486697827357
Sample_PRO1747_PlateG_E1_R2	36.0	1.6826413912356935	51.31426995917079	16530871.0	25.0	126.0
Sample_PRO1747_PlateG_E2_R1	35.0	1.4379706509141896	31.05674869976943	14801884.0	16.666666666666664	124.89144084631388
Sample_PRO1747_PlateG_E2_R2	35.0	1.7932391214738246	60.9418562381922	14801884.0	25.0	126.0
Sample_PRO1747_PlateG_E3_R1	32.0	1.0421729416623335	25.4415339880437	16405165.0	16.666666666666664	124.88975953609732
Sample_PRO1747_PlateG_E3_R2	32.0	1.1743994931058273	53.02168195530902	16405165.0	25.0	126.0
Sample_PRO1747_PlateG_E4_R1	33.0	1.3138548781524786	22.089744425298335	9940415.0	25.0	124.91332162691397
Sample_PRO1747_PlateG_E4_R2	33.0	1.482723698043682	52.1182930334371	9940415.0	25.0	126.0
Sample_PRO1747_PlateG_E5_R1	34.0	1.4694208984383959	22.28374769732102	12703332.0	16.666666666666664	124.94776268147601
Sample_PRO1747_PlateG_E5_R2	34.0	1.7846682534419578	45.32173732108701	12703332.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_E6_R1	35.0	1.2230195679018965	28.22402042711245	17269976.0	16.666666666666664	124.87962403653601
Sample_PRO1747_PlateG_E6_R2	35.0	1.7602281793963357	55.10822407835857	17269976.0	25.0	126.0
Sample_PRO1747_PlateG_E7_R1	34.0	1.2814818515652984	29.964558772771213	9189093.0	8.333333333333332	124.86191096335624
Sample_PRO1747_PlateG_E7_R2	34.0	1.4486102475744107	60.99484374991746	9189093.0	25.0	126.0
Sample_PRO1747_PlateG_E8_R1	35.0	1.264449627917966	30.55262663089168	13160222.0	16.666666666666664	124.8821709846536
Sample_PRO1747_PlateG_E8_R2	35.0	1.5088147075282248	60.519630640226175	13160222.0	25.0	126.0
Sample_PRO1747_PlateG_E9_R1	35.0	1.6667874033247476	29.739682344042734	13176032.0	16.666666666666664	124.87191667415502
Sample_PRO1747_PlateG_E9_R2	35.0	1.872911274721319	59.611766058550735	13176032.0	25.0	126.0
Sample_PRO1747_PlateG_F10_R1	31.0	1.4922702278316442	18.28344122117079	5056714.0	25.0	124.98375704063943
Sample_PRO1747_PlateG_F10_R2	31.0	1.5976237118563934	48.32102758323862	5056714.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_F11_R1	32.0	0.9933896736427145	17.71829913771282	12956540.0	16.666666666666664	124.88803183565983
Sample_PRO1747_PlateG_F11_R2	32.0	1.1364584254453	37.36341201326232	12956540.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_F12_R1	34.0	1.4047498953477333	25.732408590478514	7827969.0	25.0	124.96785028147147
Sample_PRO1747_PlateG_F12_R2	35.0	1.4801224150162553	59.67370525666792	7827969.0	25.0	126.0
Sample_PRO1747_PlateG_F1_R1	32.0	1.3389031757716974	29.55439503473947	13526667.0	8.333333333333332	124.91166227423207
Sample_PRO1747_PlateG_F1_R2	32.0	1.5928902538774727	60.17137272287797	13526667.0	25.0	126.0
Sample_PRO1747_PlateG_F2_R1	34.0	1.3268182316975938	14.841615142633884	11192139.0	16.666666666666664	124.93098557835995
Sample_PRO1747_PlateG_F2_R2	34.0	1.442977358894772	35.727244024897914	11192139.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_F3_R1	34.0	1.3445686606149447	23.79734150419219	11657032.0	16.666666666666664	124.9192092807157
Sample_PRO1747_PlateG_F3_R2	34.0	1.5451662465156124	52.803674856612155	11657032.0	25.0	126.0
Sample_PRO1747_PlateG_F4_R1	34.0	1.2607417625580586	25.867753773301843	10408514.0	16.666666666666664	124.97398840987292
Sample_PRO1747_PlateG_F4_R2	33.0	1.4432534566916864	52.511413047451036	10408514.0	25.0	126.0
Sample_PRO1747_PlateG_F5_R1	35.0	0.8628357619060004	26.739573224578223	15904070.0	16.666666666666664	124.87363586805138
Sample_PRO1747_PlateG_F5_R2	35.0	1.2266818573474667	52.941488614779615	15904070.0	25.0	126.0
Sample_PRO1747_PlateG_F6_R1	33.0	1.3946129147569695	30.822609203050845	9738569.0	25.0	124.9244590247294
Sample_PRO1747_PlateG_F6_R2	33.0	1.7139024370887699	60.73649724590431	9738569.0	33.33333333333333	126.0
Sample_PRO1747_PlateG_F7_R1	34.0	1.683538333879723	31.101290089945408	7664011.0	16.666666666666664	124.89211223731282
Sample_PRO1747_PlateG_F7_R2	34.0	1.8045842020063874	62.59352140143808	7664011.0	25.0	126.0
Sample_PRO1747_PlateG_F8_R1	36.0	1.3612812016324967	19.388633433762976	9341692.0	8.333333333333332	124.8492754845696
Sample_PRO1747_PlateG_F8_R2	35.0	1.7336730522200563	40.55014053906976	9341692.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_F9_R1	34.0	1.3627874514962068	19.053220443886616	13606603.0	16.666666666666664	124.86687750057821
Sample_PRO1747_PlateG_F9_R2	34.0	1.6600628292760415	42.70154576749361	13606603.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_G10_R1	34.0	1.4207047290684995	26.469409490628877	11555597.0	16.666666666666664	124.9020037649288
Sample_PRO1747_PlateG_G10_R2	34.0	1.5667259056025555	54.75062864853121	11555597.0	25.0	126.0
Sample_PRO1747_PlateG_G11_R1	34.0	1.223214766908458	20.68839007463251	10628193.0	25.0	124.87579553739756
Sample_PRO1747_PlateG_G11_R2	34.0	1.2859031619135053	41.92107550406959	10628193.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_G12_R1	34.0	1.648373169493229	26.861275559860218	13316116.0	16.666666666666664	124.90701372682545
Sample_PRO1747_PlateG_G12_R2	34.0	1.9144536220574007	52.523889167319275	13316116.0	25.0	126.0
Sample_PRO1747_PlateG_G1_R1	35.0	1.978117709668969	17.57669707843226	11879545.0	8.333333333333332	124.9161206089964
Sample_PRO1747_PlateG_G1_R2	35.0	2.258255949584195	38.40743647950195	11879545.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_G2_R1	32.0	1.7525087044067904	32.02485464610146	14152435.0	16.666666666666664	124.88145071855126
Sample_PRO1747_PlateG_G2_R2	32.0	2.155212327839865	61.48437764233167	14152435.0	25.0	126.0
Sample_PRO1747_PlateG_G3_R1	33.0	1.1312914252094328	30.67578847683521	13794193.0	16.666666666666664	124.91579550902325
Sample_PRO1747_PlateG_G3_R2	33.0	1.27820930684498	62.99731901412508	13794193.0	25.0	126.0
Sample_PRO1747_PlateG_G4_R1	32.0	1.3554955831121516	18.913795007380102	7046068.0	16.666666666666664	125.03777056934449
Sample_PRO1747_PlateG_G4_R2	32.0	1.7275982297040848	48.047814046018026	7046068.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_G5_R1	36.0	1.4297824986454277	20.45460783785937	9203104.0	8.333333333333332	124.97765471301857
Sample_PRO1747_PlateG_G5_R2	36.0	1.8533563189529263	46.457337060897586	9203104.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_G6_R1	36.0	1.72320810266533	22.838805555911293	12758330.0	16.666666666666664	124.90296661083386
Sample_PRO1747_PlateG_G6_R2	36.0	2.0776552347455435	50.29232513733569	12758330.0	25.0	126.0
Sample_PRO1747_PlateG_G7_R1	34.0	1.4217086440242424	24.097793204900896	9888580.0	16.666666666666664	124.88844202099796
Sample_PRO1747_PlateG_G7_R2	34.0	1.50091831118834	52.22781102872533	9888580.0	25.0	126.0
Sample_PRO1747_PlateG_G8_R1	35.0	0.9214419442768635	17.682310521567175	13025525.0	16.666666666666664	124.85334142001953
Sample_PRO1747_PlateG_G8_R2	35.0	1.2806755526991371	38.34165084397699	13025525.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_G9_R1	36.0	1.2607644395682094	23.64761548072876	13099690.0	16.666666666666664	124.84962025818932
Sample_PRO1747_PlateG_G9_R2	36.0	1.6470066836793071	48.884532640155754	13099690.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_H10_R1	34.0	1.0955552412829581	22.253602292523183	12749016.0	16.666666666666664	124.91515062809553
Sample_PRO1747_PlateG_H10_R2	34.0	1.4949108279017034	45.90765410700526	12749016.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_H11_R1	32.0	1.1610374144471103	35.67307303868121	14443794.0	16.666666666666664	124.88003692104719
Sample_PRO1747_PlateG_H11_R2	32.0	1.5444768566732228	66.74740116393974	14443794.0	25.0	126.0
Sample_PRO1747_PlateG_H12_R1	35.0	1.7231634476008177	19.869789895153133	11220679.0	16.666666666666664	124.91713558511032
Sample_PRO1747_PlateG_H12_R2	35.0	2.4083853613153936	40.63557011638096	11220679.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_H1_R1	32.0	1.6944055233092867	18.7651442454996	11785988.0	16.666666666666664	124.90334641440327
Sample_PRO1747_PlateG_H1_R2	32.0	1.9453663354921356	42.25170178647153	11785988.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_H2_R1	35.0	1.3483406110537337	21.620905491974227	11985458.0	8.333333333333332	124.8814409929099
Sample_PRO1747_PlateG_H2_R2	35.0	1.6347600911620075	48.539628089244616	11985458.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_H3_R1	34.0	1.2683136094682863	21.43997108008348	12545550.0	16.666666666666664	124.90340590886808
Sample_PRO1747_PlateG_H3_R2	34.0	1.4778305948362265	48.38679862258631	12545550.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_H4_R1	34.0	1.2056181373218309	17.066610602338883	7129899.0	16.666666666666664	125.00730066442736
Sample_PRO1747_PlateG_H4_R2	33.0	1.400794125543803	40.51965501160495	7129899.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_H5_R1	36.0	1.5218812931090877	21.81640971151066	9366450.0	8.333333333333332	124.94371442755794
Sample_PRO1747_PlateG_H5_R2	35.0	1.8372916946816344	46.13065495731368	9366450.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_H6_R1	34.0	1.1075022526854197	17.386473255615854	7095003.0	16.666666666666664	125.02964269359717
Sample_PRO1747_PlateG_H6_R2	34.0	1.3300570458051575	44.612841888440904	7095003.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_H7_R1	35.0	1.7348083163596717	22.56580923447406	10670059.0	8.333333333333332	124.89676748741502
Sample_PRO1747_PlateG_H7_R2	35.0	1.9883918851956421	49.037992866737035	10670059.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_H8_R1	33.0	1.5967578289192663	21.06231902320927	9047569.0	16.666666666666664	124.87582841313507
Sample_PRO1747_PlateG_H8_R2	33.0	1.7649540612283423	48.825011449177616	9047569.0	16.666666666666664	126.0
Sample_PRO1747_PlateG_H9_R1	34.0	1.127031647852076	18.016192155183163	12259669.0	16.666666666666664	124.88384849542022
Sample_PRO1747_PlateG_H9_R2	34.0	1.5105075851454894	39.64979892582793	12259669.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_A10_R1	35.0	1.9028790477062625	55.460998706099964	13107571.0	25.0	126.0
Sample_PRO1747_PlateH_A10_R2	35.0	2.3286805189226314	54.83030568172778	13107571.0	25.0	126.0
Sample_PRO1747_PlateH_A11_R1	34.0	1.5113486661144484	66.94354408408	17276293.0	25.0	126.0
Sample_PRO1747_PlateH_A11_R2	34.0	1.916339188134127	65.69217192813522	17276293.0	25.0	126.0
Sample_PRO1747_PlateH_A12_R1	36.0	1.717721898089703	62.55511503431172	10467500.0	33.33333333333333	126.0
Sample_PRO1747_PlateH_A12_R2	36.0	2.0531640262187194	62.92628971840487	10467500.0	25.0	126.0
Sample_PRO1747_PlateH_A1_R1	35.0	1.893608135885452	49.243663724483554	11410379.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_A1_R2	35.0	2.3251260144486916	48.62446272264959	11410379.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_A2_R1	32.0	0.9668592892499023	45.49756080327809	14856909.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_A2_R2	32.0	1.3549252266168417	44.72534935519964	14856909.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_A3_R1	36.0	1.3327905758312708	49.81786779060554	15710369.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_A3_R2	36.0	1.6972780388362796	48.815034685892456	15710369.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_A4_R1	33.0	1.1570931333483185	58.29216561474207	12758575.0	25.0	126.0
Sample_PRO1747_PlateH_A4_R2	33.0	1.4373946883964657	58.23677260228926	12758575.0	25.0	126.0
Sample_PRO1747_PlateH_A5_R1	34.0	1.8313968525819149	30.435027082888	11604167.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_A5_R2	34.0	2.21812971314939	29.893673165975756	11604167.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_A6_R1	35.0	1.431706538376044	45.03686124689984	13404862.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_A6_R2	35.0	1.862935171498885	44.556639007266675	13404862.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_A7_R1	34.0	2.1378490382169755	60.376553404114354	13079133.0	25.0	126.0
Sample_PRO1747_PlateH_A7_R2	34.0	2.6745427845753076	59.19697255262652	13079133.0	25.0	126.0
Sample_PRO1747_PlateH_A8_R1	34.0	1.6020891477309982	65.2502676956206	10716590.0	25.0	126.0
Sample_PRO1747_PlateH_A8_R2	34.0	1.8223051940073867	65.7718437938926	10716590.0	25.0	126.0
Sample_PRO1747_PlateH_A9_R1	35.0	1.7677122231746687	17.321022139457895	38664.0	8.333333333333332	126.0
Sample_PRO1747_PlateH_A9_R2	35.0	2.183278649759097	17.398613697496373	38664.0	8.333333333333332	126.0
Sample_PRO1747_PlateH_B10_R1	35.0	1.4499759687680036	52.9045630843976	12439632.0	25.0	126.0
Sample_PRO1747_PlateH_B10_R2	35.0	1.9175405837045023	51.71662096567506	12439632.0	25.0	126.0
Sample_PRO1747_PlateH_B11_R1	34.0	1.854450252732136	57.83508512369062	10439571.0	25.0	126.0
Sample_PRO1747_PlateH_B11_R2	34.0	2.1186609211347007	57.95741286598851	10439571.0	25.0	126.0
Sample_PRO1747_PlateH_B12_R1	33.0	1.6077846287491415	47.01510432701605	11310828.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_B12_R2	33.0	1.8028779204751468	47.01732950040963	11310828.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_B1_R1	35.0	1.4223755997525873	44.41851102793921	9465636.0	25.0	126.0
Sample_PRO1747_PlateH_B1_R2	35.0	1.6727896002252212	46.297338275041234	9465636.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_B2_R1	31.0	1.4214632256303883	38.415614628115534	10578277.0	16.666666666666664	126.0
Sample_PRO1747_PlateH_B2_R2	32.0	1.7169811663045296	38.573054118631376	10578277.0	16.666666666666664	126.0
